,0,1,2,3
1284,1200 S Main Street Mansfield TX 76063,7-eleven #38150,2.499,1 Day Ago
1285,107 E Broad St Mansfield TX 76063,C And S Mini Mart,2.659,4 Days Ago
1286,1740 N Fm 157 Mansfield TX 76063,Sams Club #4911,2.409,6 Days Ago
1287,2790 S 2nd Ave Mansfield TX 76063,Chevron #302458,2.539,1 Day Ago
1288,1351 N Highway 67 Midlothian TX 76065,Exxon Tiger Mart,2.699,1 Day Ago
1289,1501 W Highway 287 Midlothian TX 76065,Loves Travel Stops #216,2.529,1 Day Ago
1290,100 Walton Way Midlothian TX 76065,Murphy Usa #7434 (discount Available),2.509,1 Day Ago
1291,300 N 9th St Midlothian TX 76065,Shell,2.569,4 Days Ago
1292,318 W Main St Midlothian TX 76065,Fina Mart       4164,2.599,1 Day Ago
1293,100 W Avenue G Midlothian TX 76065,Exxon Tiger Mart,2.659,3 Days Ago
1294,507 E Highway 287 Midlothian TX 76065,Shell,2.569,1 Day Ago
1295,7414 Rendon Bloodworth Rd Mansfield TX 76063,Classic Star,2.649,5 Days Ago
1296,1110 E Highway 287 Midlothian TX 76065,Shell,2.599,1 Day Ago
1297,1601 S 9th St Midlothian TX 76065,Oasis Food Store,2.699,1 Day Ago
1298,1640 Cockrell Hill R Red Oak TX 75154,Tiger Mart #65,2.599,1 Day Ago
1299,2051 Fm 663 Midlothian TX 76065,Quiktrip #1953,2.519,1 Day Ago
1300,1805 Sylvan Ave Dallas TX 75208,7-eleven #38432,2.659,1 Day Ago
1301,619 W Davis St Dallas TX 75208,Shell,2.799,1 Day Ago
1302,111 Continental Ave Dallas TX 75207,Valero,2.699,5 Days Ago
1303,225 E Colorado Blvd Dallas TX 75203,7-eleven #26906,2.539,1 Day Ago
1304,339 S Industrial Blvd Dallas TX 75207,Kwik Stop #03,2.599,6 Days Ago
1305,1005 S Industrial Blvd Dallas TX 75207,Exxon,2.699,1 Day Ago
1306,511 S Zang Blvd Dallas TX 75208,Quiktrip #975,2.539,1 Day Ago
1307,211 S Beckley Ave Dallas TX 75203,Sunnys Food Mart,2.699,1 Day Ago
1308,515 S Beckley Ave Dallas TX 75203,Shell,2.699,2 Days Ago
1309,302 N Marsalis Ave Dallas TX 75203,7-eleven #12292,2.539,1 Day Ago
1310,1010 Ross Ave Dallas TX 75202,7-eleven #34997,2.679,1 Day Ago
1311,801 S Riverfront Blvd Dallas TX 75207,Fuel City #2,2.679,1 Day Ago
1312,1041 S Beckley Ave Dallas TX 75203,Spring Time 3,2.559,4 Days Ago
1313,3128 Mckinney Ave Dallas TX 75204,Shell,2.999,8 Days Ago
1314,309 S Marsalis Ave Dallas TX 75203,Chevron,2.699,2 Days Ago
1315,300 S Marsalis Ave Dallas TX 75203,Gme Mart,2.699,3 Days Ago
1316,3522 Cole Ave Dallas TX 75204,Lemmon And Cole Shell,2.999,3 Days Ago
1317,2242 S Zang Blvd Dallas TX 75224,7-eleven #35412,2.539,1 Day Ago
1318,424 S R L Thornton Fwy Dallas TX 75203,Shell Service Station,2.699,1 Day Ago
1319,225 W Illinois Ave Dallas TX 75224,Chevron,2.699,3 Days Ago
1320,2607 San Jacinto St Dallas TX 75201,Dunlap Swain Tire,2.699,1 Day Ago
1321,2503 Lemmon Ave Dallas TX 75204,7-eleven #35386,2.679,1 Day Ago
1322,1290 S Lamar St Dallas TX 75215,7-eleven #38069,2.669,1 Day Ago
1323,2223 S Beckley Ave Dallas TX 75224,7-eleven #18717,2.699,1 Day Ago
1324,2720 Live Oak St Dallas TX 75204,Tom Thumb #3311,2.699,1 Day Ago
1325,440 W Kiest Blvd Dallas TX 75224,Shell,2.899,1 Day Ago
1326,8060 Independence Pkwy Plano TX 75025,Murphy Usa #7437 (discount Available),2.569,1 Day Ago
1327,105 S Custer Rd Allen TX 75013,Chevron,2.699,1 Day Ago
1328,2200 Mcdermott Rd Plano TX 75025,Texaco,2.699,2 Days Ago
1329,2961 Mcdermott Rd Plano TX 75025,7-eleven #33620,2.579,1 Day Ago
1330,1302 W Mcdermott Dr Allen TX 75013,7-eleven #34109,2.599,1 Day Ago
1331,1320 W Mcdermott Dr Allen TX 75013,Kroger Fuel Center #7568 (discount Available),2.599,2 Days Ago
1332,900 W Mcdermott Dr Allen TX 75013,Tom Thumb #3579 (discount Available),2.599,1 Day Ago
1333,9700 Coit Rd Plano TX 75025,Kroger Fuel Center #7598 (discount Available),2.539,1 Day Ago
1334,9635 Coit Rd Plano TX 75024,Quiktrip #910,2.539,1 Day Ago
1335,201 Central Expy S Allen TX 75013,7-eleven #35417,2.599,1 Day Ago
1336,1112 N Greenville Ave Allen TX 75002,7-eleven #35679,2.699,1 Day Ago
1337,1210 N Greenville Ave Allen TX 75002,Kroger Fuel Center #7548 (discount Available),2.699,1 Day Ago
1338,840 West Exchange Pkwy Allen TX 75013,Racetrac #2339,2.599,1 Day Ago
1339,1790 Central Expy N Allen TX 75013,Rudys Country Store And Bbq,2.599,1 Day Ago
1340,840 W Stacy Rd Allen TX 75013,Racetrac #236,2.599,1 Day Ago
1341,421 Stacy Rd Mc Kinney TX 75069,7-eleven #33276,2.699,1 Day Ago
1342,755 Custer Road Allen TX 75013,7-eleven #35983,2.579,1 Day Ago
1343,10565 Custer Rd Plano TX 75025,7-eleven #33302,2.569,1 Day Ago
1344,2405 Highway 121 The Colony TX 75056,Valero,2.699,5 Days Ago
1345,1701 Sh-276 Rockwall TX 75032,7-eleven #35996,2.639,1 Day Ago
1346,2205 S Fm 549 Rockwall TX 75032,Shell,2.699,1 Day Ago
1347,1990 E Interstate 30 Rockwall TX 75087,Loves Travel Stops #283,2.639,1 Day Ago
1348,2975 State Highway 66 Rockwall TX 75087,Homeboys,2.639,1 Day Ago
1349,120 N Highway 205 Rockwall TX 75032,Shell,2.999,1 Day Ago
1350,101 W Fate Main Pl Fate TX 75132,Shell,2.759,1 Day Ago
1351,400 Us Highway 78 Lavon TX 75166,Shell Service Station,2.659,1 Day Ago
1352,6465 Highway 78 S Nevada TX 75173,Chevron,2.799,1 Day Ago
1353,2452 Fm 3364 Princeton TX 75407,Gilberts Drive In Grocery,2.699,1 Day Ago
1354,941 W Belt Line Rd Desoto TX 75115,Murphy Usa #7326 (discount Available),2.379,1 Day Ago
1355,730 W Belt Line Rd Desoto TX 75115,7-eleven #36496,2.539,1 Day Ago
1356,3321 Ovilla Rd Red Oak TX 75154,Shell,2.699,1 Day Ago
1357,108 W Parkerville Rd Desoto TX 75123,Walmart Neighborhood Market #7232,2.389,7 Days Ago
1358,100 N Hampton Rd Desoto TX 75115,Conoco,2.649,4 Days Ago
1359,102 E Belt Line Rd Desoto TX 75115,Exxon Tiger Mart,2.419,1 Day Ago
1360,1501 N Hampton Rd Desoto TX 75115,Valero Store 2081,2.599,1 Day Ago
1361,214 E Pleasant Run Rd Desoto TX 75115,Tom Thumb #3623 (discount Available),2.519,1 Day Ago
1362,757 E Belt Line Rd Desoto TX 75115,7-eleven #26776,2.539,1 Day Ago
1363,101 W Ovilla Rd Red Oak TX 75154,Exxon,2.699,1 Day Ago
1364,8435 S Hampton Rd Dallas TX 75232,Chevron,2.499,1 Day Ago
1365,8414 S Hampton Rd Dallas TX 75232,Quiktrip #923,2.499,1 Day Ago
1366,1235 E Beltline Rd Desoto TX 75115,Quiktrip #974,2.529,1 Day Ago
1367,809 S Beckley Ave Desoto TX 75115,Exxon Tiger Mart,2.529,1 Day Ago
1368,170 N Beckley St Lancaster TX 75146,Murphy Usa #5723 (discount Available),2.519,1 Day Ago
1369,8702 S Polk St Dallas TX 75232,Exxon Tiger Mart,2.499,1 Day Ago
1370,8800 S Polk St Dallas TX 75232,Loves Travel Stops #294,2.499,1 Day Ago
1371,1360 N Interstate 35 E Lancaster TX 75146,A&m Corner Shell,2.539,1 Day Ago
1372,1701 S Beckley Rd Red Oak TX 75154,Shell,2.799,1 Day Ago
1373,3311 W Pleasant Run Lancaster TX 75146,Quiktrip #1976,2.529,1 Day Ago
1374,1501 N Beckley Ave Desoto TX 75115,7-eleven #29380,2.539,1 Day Ago
1375,3160 W Pleasant Run Rd Lancaster TX 75146,Pleasant Run Valero,2.699,3 Days Ago
1376,4041 E Highway 287 Midlothian TX 76065,Smart Stop #31,2.699,1 Day Ago
1377,108 Norton St Red Oak TX 75154,Star Mart 1,2.519,1 Day Ago
1378,100 Norton St Red Oak TX 75154,Tiger Mart,2.519,1 Day Ago
1379,100 Harris Ave Red Oak TX 75154,Exxon Tiger Mart,2.519,1 Day Ago
1380,2220 Plainview Rd Midlothian TX 76065,Shell,2.699,1 Day Ago
1381,101 E Ovilla Rd Red Oak TX 75154,Racetrac #624,2.519,1 Day Ago
1382,Hwy 342 & Main St Red Oak TX 75154,Shell,2.709,6 Days Ago
1383,8155 S Rl Thornton Fwy Dallas TX 75232,Lone Star Ranch Dallas,2.699,1 Day Ago
1384,200 S Commercial Blvd Red Oak TX 75154,Knox Fuel Stop,2.699,1 Day Ago
1385,2200 Fm 663 Midlothian TX 76065,Kroger Fuel #1596,2.699,1 Day Ago
1386,124 E Ovilla Rd Red Oak TX 75154,Murphy Express # 8690 (discount Available),2.509,1 Day Ago
1387,Fm 663 And Autumn Run Drive Midlothian TX 76065,7-eleven #38254,2.519,1 Day Ago
1388,2430 Fm 663 Midlothian TX 76065,7-eleven #38254,2.519,1 Day Ago
1389,300 S Interstate 35 Red Oak TX 75154,76,2.699,4 Days Ago
1390,7107 S R L Thornton Fwy Dallas TX 75232,Chevron,2.699,2 Days Ago
1391,7027 S R L Thornton Fwy Dallas TX 75232,Shell,2.699,1 Day Ago
1392,7100 S R L Thornton Fwy Dallas TX 75232,South Thorton Exxon,2.699,1 Day Ago
1393,290 E Ovilla Rd Red Oak TX 75154,Shell,2.519,1 Day Ago
1394,3799 N Houston School Rd Lancaster TX 75134,Exxon Tiger Mart,2.559,1 Day Ago
1395,1458 W Pleasant Run Rd Lancaster TX 75146,Q Stop,2.699,1 Day Ago
1396,1463 W Pleasant Run Rd Lancaster TX 75146,Chevron,2.699,1 Day Ago
1397,5931 S R L Thornton Fwy Dallas TX 75232,Speed Max #5,2.699,2 Days Ago
1398,350 N Bluegrove Rd Lancaster TX 75146,Walmart Neighborhood Market #7224,2.409,7 Days Ago
1399,3900 N Houston Schoo Lancaster TX 75134,Quiktrip #922,2.499,1 Day Ago
1400,710 W Pleasant Run Rd Lancaster TX 75146,Shell,2.699,6 Days Ago
1401,8787 S Lancaster Rd Dallas TX 75241,Pilot Travel Centers #433,2.499,1 Day Ago
1402,2705 N Dallas Ave Lancaster TX 75134,Grab N Go,2.659,4 Days Ago
1403,2601 N Dallas Ave Lancaster TX 75134,Whip In,2.659,1 Day Ago
1404,2605 N Dallas Ave Lancaster TX 75134,Shell,2.599,1 Day Ago
1405,8181 S Lancaster Rd Dallas TX 75241,Payless Fuel Travel Center,2.599,1 Day Ago
1406,5950 S R L Thornton Dallas TX 75241,7-eleven #36449,2.539,1 Day Ago
1407,8210 S Lancaster Rd Dallas TX 75241,Chevron,2.579,1 Day Ago
1408,903 N Dallas Ave Lancaster TX 75146,Corner Store #0768,2.559,1 Day Ago
1409,598 N Highway 342 Red Oak TX 75154,Whistlestop #2,2.519,1 Day Ago
1410,235 N Central Blvd Red Oak TX 75154,Lucky Lady,2.599,1 Day Ago
1411,4767 S Rl Thornton Fwy Dallas TX 75232,Quiktrip #971,2.539,1 Day Ago
1412,145 West Ann Arbor Ave Dallas TX 75224,Tiger Mart #68,2.799,1 Day Ago
1413,219 S State Hwy 342 Red Oak TX 75154,Chevron,2.699,2 Days Ago
1414,7751 Bonnie View Rd Dallas TX 75241,Ta Dallas South Travel Center,2.559,1 Day Ago
1415,2104 E Ledbetter Dr Dallas TX 75216,Texaco,2.699,1 Day Ago
1416,100 Louise Ritter Rd Red Oak TX 75154,7-eleven #38295,2.519,1 Day Ago
1417,7245 Bonnie View Rd Dallas TX 75241,Flying J Travel Plaza #726,2.499,1 Day Ago
1418,7410 Bonnie View Rd Dallas TX 75241,Shell,2.499,1 Day Ago
1419,3502 Simpson Stuart Rd Dallas TX 75241,Hi Mart,2.629,2 Days Ago
1420,3507 Simpson Stuart Rd Dallas TX 75241,Ingrams Diamond Sha,2.559,2 Days Ago
1421,901 E Ovilla Rd Red Oak TX 75154,Shell,2.519,1 Day Ago
1422,3602 S Lancaster Rd Dallas TX 75216,7-eleven #27427,2.539,1 Day Ago
1423,2911 E Ledbetter Dr Dallas TX 75216,7-eleven #12301,2.639,1 Day Ago
1424,2809 S Lancaster Rd Dallas TX 75216,Chevron #380434,2.699,2 Days Ago
1425,3103 S Loop 12 Dallas TX 75216,Texaco Loop 12,2.699,3 Days Ago
1426,1410 E Illinois Ave Dallas TX 75216,7-eleven #26151,2.599,1 Day Ago
1427,995 W Belt Line Rd Lancaster TX 75146,Texaco #380643,2.679,2 Days Ago
1428,401 E Wintergreen Hutchins TX 75141,Quiktrip #973,2.499,1 Day Ago
1429,5400 N I-35e Waxahachie TX 75165,Quiktrip #943,2.499,1 Day Ago
1430,401 E Palestine St Hutchins TX 75141,Top Fuel,2.699,5 Days Ago
1431,2919 E Illinois Ave Dallas TX 75216,Texaco,2.649,8 Days Ago
1432,3003 E Illinois Ave Dallas TX 75216,Rayye Exxon,2.699,2 Days Ago
1433,5330 N I 35 Waxahachie TX 75165,Vip Food Mart,2.599,1 Day Ago
1434,2980 N Highway 77 Waxahachie TX 75165,Motions #5,2.499,1 Day Ago
1435,108 N I 45 Hutchins TX 75141,Shell Service Station,2.549,1 Day Ago
1436,104 S Interstate Highway 45 Rd Hutchins TX 75141,Exxon Tiger Mart,2.539,1 Day Ago
1437,829 S Corinth Street Rd Dallas TX 75203,Motion,2.699,7 Days Ago
1438,3915 Linfield Rd Dallas TX 75216,Shell,2.819,1 Day Ago
1439,1205 Fm 780 Ferris TX 75125,Anthonys Food Mart,2.659,3 Days Ago
1440,101 N Interstate Highway 45 Ferris TX 75125,Ferris Food Mart,2.699,1 Day Ago
1441,104 S Us Highway 75 Wilmer TX 75172,Chevron,2.799,1 Day Ago
1442,100 N Central St Ferris TX 75125,E-z Mart #178,2.659,1 Day Ago
1443,3201 N I45 Ennis TX 75119,Shell,2.569,1 Day Ago
1444,105 S Interstate Highway 45 Wilmer TX 75172,Tiger Mart #36,2.799,1 Day Ago
1445,103 S Interstate Highway 45 Wilmer TX 75172,Tri Gas #1,2.799,2 Days Ago
1446,1639 North Ih 45 Palmer TX 75152,Shell Service Station,2.699,1 Day Ago
1447,416 W Jefferson St Palmer TX 75152,Palmer Market,2.699,1 Day Ago
1448,6201 S Interstate 45 Palmer TX 75152,Chevron #370965,2.579,5 Days Ago
1449,2500 S Interstate Highway 45 Hutchins TX 75141,Loves Travel Stops #331,2.499,1 Day Ago
1450,3120 Fm 813 W Palmer TX 75152,Tote A Way Food Store,2.699,1 Day Ago
1451,3926 E Overton Rd Dallas TX 75216,Chevron,2.799,1 Day Ago
1452,116 N Jim Miller Rd Dallas TX 75217,Tiger Mart #86,2.699,1 Day Ago
1453,1739 S St Augustine Dr Dallas TX 75217,Shell,2.699,1 Day Ago
1454,180 Murdock Rd Dallas TX 75217,Fox Fuels #6,2.559,1 Day Ago
1455,8015 C F Hawn Fwy Dallas TX 75217,Shell,2.639,2 Days Ago
1456,6506 Lake June Rd Dallas TX 75217,Corner Store #0730,2.559,1 Day Ago
1457,440 S Buckner Blvd Dallas TX 75217,7-eleven #39412,2.599,1 Day Ago
1458,6808 Lake June Rd Dallas TX 75217,Texaco,2.599,1 Day Ago
1459,7037 Lake June Rd Dallas TX 75217,7-eleven #23379,2.559,1 Day Ago
1460,9531 C F Hawn Fwy Dallas TX 75217,Exxon,2.699,1 Day Ago
1461,7101 Lake June Rd Dallas TX 75217,Shell Service Station,2.599,1 Day Ago
1462,9512 C F Hawn Fwy Dallas TX 75217,Sunoco,2.699,1 Day Ago
1463,8098 S Loop 12 Dallas TX 75217,Texaco,2.579,1 Day Ago
1464,8000 S Loop 12 Dallas TX 75217,Hunts  Express,2.579,1 Day Ago
1465,1044 S Buckner Blvd Dallas TX 75217,Kwik Mart,2.559,1 Day Ago
1466,10201 C F Hawn Fwy Dallas TX 75217,Kwikmart,2.699,2 Days Ago
1467,5314 S 2nd Ave Dallas TX 75210,One Stop Food Store,2.699,3 Days Ago
1468,7233 Carpenter Fwy Dallas TX 75247,Chevron,2.669,1 Day Ago
1469,1909 Martin Luther King Jr Blvd Dallas TX 75215,Kwik Stop #09,2.599,5 Days Ago
1470,11810 C F Hawn Fwy Dallas TX 75253,Marlows Fuel Center,2.569,1 Day Ago
1471,1920 S Belt Line Rd Dallas TX 75253,Exxon Tiger Mart,2.599,1 Day Ago
1472,13601 C F Hawn Fwy Dallas TX 75253,7-eleven #27206,2.589,1 Day Ago
1473,13106 Seagoville Rd Mesquite TX 75180,Corner Store #4488,2.599,1 Day Ago
1474,13000 Seagoville Rd Mesquite TX 75180,Shell Service Station,2.639,1 Day Ago
1475,2806 N Highway 175 Seagoville TX 75159,Chevron,2.699,1 Day Ago
1476,915 S Belt Line Rd Dallas TX 75253,66 Food Mart,2.599,1 Day Ago
1477,4202 Pioneer Rd Mesquite TX 75180,Minyard 4029,2.599,3 Days Ago
1478,101 W Simonds Rd Seagoville TX 75159,Seagoville Foodmart,2.699,1 Day Ago
1479,13501 Ravenview Rd Dallas TX 75253,Shell,2.559,1 Day Ago
1480,4290 S Belt Line Rd Mesquite TX 75180,Fox Fuels #4,2.539,1 Day Ago
1481,4295 S Belt Line Rd Mesquite TX 75180,Texas Best Smoke House #6,2.559,1 Day Ago
1482,1001 Hwy 175 Seagoville TX 75159,Chevron,2.599,1 Day Ago
1483,212 Hall Rd Seagoville TX 75159,One Stop Food Store #13,2.599,2 Days Ago
1484,602 Hall Rd Seagoville TX 75159,King Food,2.579,4 Days Ago
1485,103 Fm 3039 Seagoville TX 75159,Shell,2.899,5 Days Ago
1486,200 N Highway 175 Seagoville TX 75159,Murphy Usa #7064 (discount Available),2.569,1 Day Ago
1487,531 E Malloy Bridge Rd Seagoville TX 75159,Corner Store #4529,2.579,1 Day Ago
1488,4753 Route 198 N Malakoff TX 75148,Chevron  #20738,2.629,1 Day Ago
1489,102 East Royall Blvd Malakoff TX 75148,Chevron,2.669,4 Days Ago
1490,14454 Fm 3441 Malakoff TX 75148,Crossroads Food Mart,2.699,2 Days Ago
1491,102a W Royall Blvd Malakoff TX 75148,Malakoff Station,2.699,1 Day Ago
1492,425 E Royall Blvd Malakoff TX 75148,76,2.669,5 Days Ago
1493,4530 Hwy 198 Malakoff TX 75148,Choices Grocers,2.629,4 Days Ago
1494,5180 State Route 198 Malakoff TX 75148,Kammans Exxon,2.659,2 Days Ago
1495,312 Sh 31 Trinidad TX 75163,Texaco,2.629,3 Days Ago
1496,10997 Route 198 Eustace TX 75124,Smiths General Store,2.649,1 Day Ago
1497,806 W Corsicana St Athens TX 75751,Twin Stop #4,2.699,1 Day Ago
1498,116 Us Highway 175 W Athens TX 75751,Shell,2.689,1 Day Ago
1499,307 W Cayuga Dr Athens TX 75751,Kidd Jones Athens #02,2.599,4 Days Ago
1500,510 S Palestine St Athens TX 75751,Armadillo Cntry #14,2.599,2 Days Ago
1501,400 S Palestine St Athens TX 75751,Kims #23,2.599,1 Day Ago
1502,13323 State Highway 198 Mabank TX 75156,Shell,2.629,1 Day Ago
1503,615 N Palestine St Athens TX 75751,Northside Shell,2.599,1 Day Ago
1504,301 Us 175 Eustace TX 75124,Tiger Mart #80,2.659,1 Day Ago
1505,3500 Fm 753 Athens TX 75751,Southside Feed And Supply,2.599,1 Day Ago
1506,206 Us Highway 175 W Eustace TX 75124,Shell Service Station,2.659,1 Day Ago
1507,805 E Corsicana St Athens TX 75751,Kidd Jones,2.599,2 Days Ago
1508,600 Malloy Bridge Ro Seagoville TX 75159,Shell,2.699,1 Day Ago
1509,490 S Fm 578 Forney TX 75126,7-eleven #37211,2.499,1 Day Ago
1510,431 Pinson Rd Forney TX 75126,Settlers Hot Stuff Pizza,2.599,1 Day Ago
1511,100 W Hwy 80 Forney TX 75126,7-eleven #35769,2.499,1 Day Ago
1512,899 Pinson Rd Forney TX 75126,Food Fast #1067,2.539,1 Day Ago
1513,120 E Us Highway 80 Forney TX 75126,Shell,2.699,1 Day Ago
1514,3306 Grand Ave Dallas TX 75210,Chevron,2.799,1 Day Ago
1515,3305 Grand Ave Dallas TX 75210,Shell,2.799,1 Day Ago
1516,601 E Malloy Bridge Rd Seagoville TX 75159,Seagoville Chevron,2.699,1 Day Ago
1517,575 Market Place Blvd Forney TX 75126,Kroger Fuel Center #7579 (discount Available),2.699,1 Day Ago
1518,Fm 548 And Fm 1641 Forney TX 75126,Chevron,2.669,1 Day Ago
1519,802 E Us Highway 80 Forney TX 75126,Murphy Usa #7216 (discount Available),2.479,1 Day Ago
1520,1301 N Highway 77 Waxahachie TX 75165,Corner Store #1206,2.599,1 Day Ago
1521,625 Fm 664 Waxahachie TX 75167,Tiger Mart # 79,2.799,1 Day Ago
1522,1211 N Us Highway 77 Waxahachie TX 75165,Shell,2.579,1 Day Ago
1523,1202 N Highway 77 Waxahachie TX 75165,Murphy Usa #5703 (discount Available),2.579,1 Day Ago
1524,1110 N Highway 77 Waxahachie TX 75165,Racetrac #564,2.579,1 Day Ago
1525,2100 Brown St Waxahachie TX 75165,Exxon On The Run,2.799,1 Day Ago
1526,1106 Ferris Ave Waxahachie TX 75165,Shell,2.679,3 Days Ago
1527,1317 W Main St Waxahachie TX 75165,W B Colwell,2.699,4 Days Ago
1528,700 Ferris Ave Waxahachie TX 75165,Exxon Tiger Mart,2.699,1 Day Ago
1529,614 Ferris Ave Waxahachie TX 75165,Pogs,2.699,4 Days Ago
1530,Fm 1389 & 3039 Seagoville TX 75159,Combine Corners,2.899,1 Day Ago
1531,1306 E Us Highway 175 Crandall TX 75114,Crandall Exxon,2.699,1 Day Ago
1532,101 N Fm 148 Crandall TX 75114,Shell Grandys,2.699,1 Day Ago
1533,9700 Fm 1641 Terrell TX 75160,Tiger Mart #22,2.599,1 Day Ago
1534,10990 W Us Highway 20 Forney TX 75126,Shell,2.699,1 Day Ago
1535,2847 Royal Ln Dallas TX 75229,City Food Mart,2.579,3 Days Ago
1536,4609 Coit Rd Frisco TX 75035,7-eleven #33119,2.599,1 Day Ago
1537,5145 Independence Pkwy Frisco TX 75035,Racetrac #576,2.539,1 Day Ago
1538,6311 Hillcrest Rd Frisco TX 75035,7-eleven #39165,2.659,1 Day Ago
1539,7225 Preston Rd Frisco TX 75034,7-eleven #32242,2.699,1 Day Ago
1540,7349 S Custer Rd Mc Kinney TX 75070,Quiktrip #914,2.559,1 Day Ago
1541,7215 Custer Road Frisco TX 75035,Racetrac #153,2.559,1 Day Ago
1542,7500 Preston Rd Frisco TX 75034,Kroger Fuel Center #7560 (discount Available),2.659,1 Day Ago
1543,8400 State Hwy 121 S Mc Kinney TX 75070,7-eleven #38108,2.589,1 Day Ago
1544,7275 Independence Pkwy Frisco TX 75035,7-eleven #37637,2.659,1 Day Ago
1545,4612 Colleyville Blvd Colleyville TX 76034,Superior Lubricants,2.699,3 Days Ago
1546,2210 W Southlake Blvd Southlake TX 76092,Shell,2.659,1 Day Ago
1547,8836 Davis Blvd Keller TX 76248,Quiktrip #968,2.599,1 Day Ago
1548,4405 Colleyville Blvd Colleyville TX 76034,Exxon,2.699,1 Day Ago
1549,9145 N Tarrant Pkwy North Richland Hills TX 76182,Kroger Fuel Center #7535 (discount Available),2.699,1 Day Ago
1550,9101 N Tarrant Pkwy North Richland Hills TX 76182,Murphy Usa #6812 (discount Available),2.589,1 Day Ago
1551,7990 Precinct Line Rd Colleyville TX 76034,Shell,2.599,1 Day Ago
1552,8800 N Tarrant Pkwy North Richland Hills TX 76180,Chevron,2.699,1 Day Ago
1553,3900 Colleyville Blvd Colleyville TX 76034,7-eleven #35509,2.599,1 Day Ago
1554,1975 Keller Pkwy Keller TX 76248,7-eleven #35401,2.599,1 Day Ago
1555,2900 Brown Trl Bedford TX 76021,7-eleven #30455,2.599,1 Day Ago
1556,2829 Brown Trl Bedford TX 76021,Chevron,2.679,2 Days Ago
1557,612 Grapevine Hwy Hurst TX 76054,Tom Thumb #2609 (discount Available),2.699,3 Days Ago
1558,5201 North Tarrant Pkwy Keller TX 76244,Kroger Fuel #1532,2.659,2 Days Ago
1559,1900 Norwood Dr Hurst TX 76054,Shell,2.619,3 Days Ago
1560,100 W Harwood Rd Hurst TX 76054,Valero,2.599,3 Days Ago
1561,1500 Keller Pkwy Keller TX 76248,7-eleven #36317,2.639,1 Day Ago
1562,7451 Davis Blvd North Richland Hills TX 76182,Davis Gas And More,2.649,1 Day Ago
1563,1500 Precinct Line Rd Hurst TX 76054,Quiktrip #860,2.429,1 Day Ago
1564,9135 Grapevine Hwy North Richland Hills TX 76180,Kroger Fuel Center #7582  (discount Available),2.699,2 Days Ago
1565,6728 Davis Blvd North Richland Hills TX 76180,Texaco,2.659,1 Day Ago
1566,1728 Precinct Line Rd Hurst TX 76054,Murphy Usa #6930 (discount Available),2.429,1 Day Ago
1567,1635 Precinct Line Rd Hurst TX 76054,Ice Box 2,2.599,1 Day Ago
1568,797 Keller Pkwy Keller TX 76248,C Store 2,2.689,1 Day Ago
1569,901 Keller Pkwy Keller TX 76248,Jamies #3,2.679,4 Days Ago
1570,6360 Davis Blvd North Richland Hills TX 76180,7-eleven #34096,2.659,1 Day Ago
1571,6345 Davis Blvd North Richland Hills TX 76180,Quiktrip #855,2.579,1 Day Ago
1572,700 Keller Pkwy Keller TX 76248,Racetrac #656,2.429,1 Day Ago
1573,8601 Grapevine Hwy North Richland Hills TX 76180,Racetrac #536,2.599,1 Day Ago
1574,7601 Mid Cities Blvd North Richland Hills TX 76182,Payless Fuel Center,2.699,1 Day Ago
1575,8405 Harwood Rd North Richland Hills TX 76180,Shell,2.699,1 Day Ago
1576,781 Bedford Ct W Hurst TX 76053,Jjs Fastrack,2.699,1 Day Ago
1577,5800 Davis Blvd North Richland Hills TX 76180,Vista 4050,2.659,4 Days Ago
1578,5755 Davis Blvd North Richland Hills TX 76180,Chevron,2.699,1 Day Ago
1579,8251 Rufe Snow Dr Fort Worth TX 76148,E-z Mart #506,2.659,1 Day Ago
1580,8401 W Bedford Euless Rd Hurst TX 76053,Exxon,2.699,1 Day Ago
1581,1116 N Highway 377 Roanoke TX 76262,Corner Store #1764,2.569,1 Day Ago
1582,844 W Pipeline Rd Hurst TX 76053,Texaco,2.599,1 Day Ago
1583,7100 Rufe Snow Dr Fort Worth TX 76148,Shell Service Station,2.659,2 Days Ago
1584,7001 Rufe Snow Dr Fort Worth TX 76148,7-eleven #26890,2.659,1 Day Ago
1585,5255 Davis Blvd North Richland Hills TX 76180,Corner Store #0745,2.659,1 Day Ago
1586,101 N Main St Keller TX 76248,Keller Shell,2.799,1 Day Ago
1587,700 S Main St Keller TX 76248,Quiktrip #862,2.429,1 Day Ago
1588,1085 S Main St Keller TX 76248,Icebox #8003,2.699,2 Days Ago
1589,6700 Rufe Snow Dr Fort Worth TX 76148,Texaco,2.659,3 Days Ago
1590,201 Golden Triangle Blvd Keller TX 76248,Sams Club #6781,2.399,8 Days Ago
1591,5000 Davis Blvd North Richland Hills TX 76180,Racetrac #2450,2.579,1 Day Ago
1592,6701 Rufe Snow Dr Fort Worth TX 76148,Valero,2.659,1 Day Ago
1593,101 E Highway 67 Venus TX 76084,Shell,2.699,1 Day Ago
1594,101 W Highway 67 Venus TX 76084,Tiger Mart #21,2.699,1 Day Ago
1595,113 W Highway 67 Venus TX 76084,Valero,2.749,6 Days Ago
