Title,Year,Size,Materials and Medium,Series ,Link to Image
Something and Nothing,2004,2057 x 3759 x 1219 mm | 81 x 148 x 48 in,"Glass, stainless steel, nickel, brass, rubber, painted & lacquered MDF, acrylic, fish skeletons, fish and formaldehyde solution",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS1941_771_0.jpg
Naja Haje,2000,1524 x 1321 mm | 60 x 52 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS2483_771_0.jpg
Naja Naja,2000,483 x 533 mm | 19 x 21 | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS2495_771_0.jpg
Unicorn – The Dream is Dead,2005,2510 x 1420 x 600 mm | 98.8 x 55.9 x 23.6 in | Edition of 3 + 1 AP,"Sterling silver, glass, coins and water","Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS3753_771_0.jpg
Lost in Love,2005,1524 x 1067 mm | 60 x 42 in,Oil and acrylic on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS4226r_771_0.jpg
Death Explained,2007,"Two parts, each: 2154 x 5142 x 1228 mm | 84.8 x 202.4 x 48.4 in","Glass, painted stainless steel, silicone, acrylic, monofilament, plastic cable ties, stainless steel, tiger shark and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS4881threequarter2_771_0.jpg
Five Blacks,1993,Dimensions variable | Edition of 10 + 2 APs,Enamel paint on wall,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS4963_771_0.jpg
No Clemency,2008,559 x 711 mm | 22 x 28 in,"Butterflies, glass, cubic zirconia, pins, scalpel blades, razor blades, religious artefacts and household gloss on canvas",Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS8963_r_771_0.jpg
In Search of Reality,2007,1203 x 1803 x 102 mm | 47.4 x 71 x 4 in,"Glass, stainless steel, steel, aluminum, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS7497_771_0.jpg
No Fear,2008,559 x 711 mm | 22 x 28 in,"Butterflies, cubic zirconia, glass, pins, scalpel blades, razor blades and household gloss on canvas",Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS8969rotater_771_0.jpg
"Saint Sebastian, Exquisite Pain",2007,3216 x 1558 x 1558 mm | 126.6 x 61.3 x 61.3 in,"Glass, painted stainless steel, silicone, arrows, crossbow bolts, stainless steel cable and clamps, stainless steel carabiner, bullock and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS6011_771_0.jpg
"<M865/245 Feminizing testicle, light_micrograph_SPL.jpg>",2007,4572 x 3048 mm | 180 x 120 in,"Inkjet print and household gloss on linen with glass, blades and diamond dust",Biopsy Paintings,http://damienhirst.com/images/hirstimage/DHS7030r_771_0.jpg
"<M865/245 Feminizing testicle, LM_SPL.jpg>",2007,3658 x 2438 mm | 144 x 96 in,"Inkjet print and household gloss on canvas with glass, blades, diamond dust and religious artefacts",Biopsy Paintings,http://damienhirst.com/images/hirstimage/DHS7595r_771_0.jpg
Cymothoe Sangaris,2008,2134 x 2134 mm | 84 x 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS7729r_771_0.jpg
Beautiful Quetzalcoatl Dysphoria Painting,2007,2438 x 2134 mm | 96 x 84 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS7827r_771_0.jpg
Cupid’s Lie,2008,103 x 365 x 325 mm | 4.1 x 14.4 x 12.8 in | Edition of 3 + 1 AP,Gold,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/DHS9081str_771_0.jpg
Karma,2008 - 2009,2438 x 2438 mm | 96 x 96 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS9557r_771_0.jpg
Death Denied,2008,2154 x 5142 x 1884 mm | 84.9 x 202.4 x 74.2 in,"Glass, painted stainless steel, silicone, monofilament, tiger shark and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS10544DeathDenied_771_0.jpg
Turn Away from Me,2009,2290 x 1525 mm | 90.2 x 60 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS11772unframedr_771_0.jpg
Hydrochloric Acid,2010,1830 x 1460 mm | 72.1 x 57.5 in,UV ink and charcoal on canvas,Poison Paintings,http://damienhirst.com/images/hirstimage/DHS12259r_771_0.jpg
Thallium,2010,2743 x 2134 mm | 108 x 84 in,UV ink and charcoal on canvas,Poison Paintings,http://damienhirst.com/images/hirstimage/DHS12588r_771_0.jpg
Cytisine,2010,2286 x 1524 mm | 90 x 60 in,UV ink and charcoal on canvas,Poison Paintings,http://damienhirst.com/images/hirstimage/DHS13090r_771_0.jpg
Beef and Chicken,2012,1981 x 2743 mm | 78 x 108 in,Gloss on canvas,Other Works,http://damienhirst.com/images/hirstimage/DHS16240r_771_0.jpg
The Dark Continent,2009 - 2010,1829 x 3658 mm | 72 x 144 in,"Glass, stainless steel, steel, aluminum, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS9896front_771_0.jpg
Cock and Bull,2012,2310 x 3326 x 1381 mm | 90.9 x 130.9 x 54.4 in,"Glass, painted stainless steel, silicone, bull, cockerel and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS16239full_771_0.jpg
Jacob’s Ladder,2008,2360 x 8700 x 123 mm | 92.9 x 342.5 x 4.8 in,"Glass, stainless steel, steel, aluminum, nickel, cork and entomological specimens",Entomology Cabinets,http://damienhirst.com/images/hirstimage/DHS622withoutseals_771_0.jpg
Cancer,2004,3658 x 3658 mm | 144 x 144 in,Flies and resin on canvas,Fly Paintings and Sculptures,http://damienhirst.com/images/hirstimage/DHS1781r_771_0.jpg
It's Great to Be Alive,2002,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/dhs409t_771_0.jpg
Xenopsin,1999,4674 x 4877 mm | 184 x 192 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/dhs75t_771_0.jpg
L-Leucine-15N,2001,2946 x 12090 mm | 116 x 476 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS288_771_0.jpg
Two Parrots with Grotesque Baby,2010,2286 x 1524 mm | 90 x 60 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS15963_771_0.jpg
The Sorrow (with Magpie),2008 - 2010,1676 x 1143 mm | 66 x 45 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS13822_771_0.jpg
Blossom with Shell,2010,1676 x 1143 mm | 66 x 45 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS13824_771_0.jpg
The Magpie,2010,1016 x 762 mm | 40 x 30 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS14055_771_0.jpg
Red Bird with Orange,2011,1020 x 763 mm | 40.2 x 30 in,Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS16323_771_0.jpg
The Battle Between Good and Evil,2007,835 x 6110 x 6110 mm | 32.9 x 240.6 x 240.6 in,"Painted MDF, aluminium, air blower and beach balls",Mental Escapology,http://damienhirst.com/images/hirstimage/BetweenGoodandEvil_1_1440_0.jpg
Forget,2003,2045 x 2515 mm | 81 x 99 in | (1 inch spot),Household gloss on canvas with gold leaf,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS1503v3t_771_0.jpg
Some Comfort Gained from the Acceptance of the Inherent Lies in Everything,1996,"Twelve parts, each: 2170 x 1020 x 530 mm | 85.4 x 40.2 x 20.9 in","Glass, painted steel, silicone, acrylic, plastic cable ties, cows and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS1817r_771_0.jpg
The Blood of Christ,2005,1853 x 1203 x 102 mm | 73 x 47.4 x 4 in,"Glass, stainless steel, steel, aluminium, nickel, paracetamol pills and animal blood",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS53393_771_0.jpg
Alone Yet Together and in Love,1992,Dimensions variable,"Glass, compressor, rubber tubing, spray-guns and ping-pong balls",Internal Affairs,http://damienhirst.com/images/hirstimage/DHS3645_771_0.jpg
Beans and Chips,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Beansg_771_0.jpg
Chicken,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Chickeng_771_0.jpg
Corned Beef,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Cornedbeefg_771_0.jpg
Cornish Pasty,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Cornishg_771_0.jpg
Dumpling,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Dumplingg_771_0.jpg
Liver Bacon Onions,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377LiverBacong_771_0.jpg
Meatballs,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Meatballsg_771_0.jpg
Mushroom,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Mushroomg_771_0.jpg
Omelette,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Omeletteg_771_0.jpg
Salad,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Saladg_771_0.jpg
Sandwich,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Sandwichg_771_0.jpg
Sausages,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377Sausagesg_771_0.jpg
Steak and Kidney,1999,1530 x 1015 mm | 60.2 x 40 in | Edition of 150,Silkscreen on paper,The Last Supper,http://damienhirst.com/images/hirstimage/DHS377SteakandKidney_771_0.jpg
The Problems with Relationships,1995,3048 x 12192 mm | 120 x 480 in,Tri-vision rotating billboard,Billboards,http://damienhirst.com/images/hirstimage/DHS36493_771_0.jpg
Something Solid Beneath the Surface of All Creatures Great and Small,2001,2057 x 3759 x 1219 mm | 81 x 148 x 48 in,"Glass, stainless steel, nickel, brass, rubber, painted and lacquered MDF and animal skeleton",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS287wideS_771_0.W
He Tried to Internalise Everything,1992,2134 x 2311 x 2540 mm | 84 x 91 x 100 in,"Glass, steel, Formica, MDF, chair, light bulb and gas canisters",Vitrines,http://damienhirst.com/images/hirstimage/DHS4141Internalise3_771_0.jpg
He Tried to Internalise Everything,1992 - 1994,2134 x 2134 x 3048 mm | 84 x 84 x 120 in,"Glass, steel, silicone rubber, Formica, MDF, chair, general anaesthetic machine and gas cylinder",Vitrines,http://damienhirst.com/images/hirstimage/DHS4973_771_0.jpg
It’s a Wonderful World,2001,1829 x 1829 mm | 72 x 72 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/dhs345t_771_0.jpg
Full of Love,1997 - 1998,914 x 1524 mm | 36 x 60 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS1302_771_0.jpg
Hello Love,1997 - 1998,914 x 1524 mm | 36 x 60 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS1303_771_0.jpg
A Way of Seeing,2000,2440 x 3960 x 3050 mm | 96.1 x 155.9 x 120.1 in,"Glass, painted steel, silicone rubber, Formica, MDF, chair, animatronic man in laboratory wear, microscope, boxed slides, laboratory equipment, spectacles, plastic bucket, polystyrene cup, water glasses, natural sponge, ashtray, cigarettes and sand",Vitrines,http://damienhirst.com/images/hirstimage/DHS24671r_771_0.jpg
The Tranquility of Solitude (for George Dyer),2006,"Triptych, each: 2280 x 1722 x 976 mm | 89.8 x 67.8 x 38.4 in","Glass, painted stainless steel, stainless steel, sterling silver razor blades and scalpels, painted iron, silicone, acrylic, porcelain and chrome sinks, porcelain and bakelite toilets, porcelain tiles, chemical grout, plastic, painted pewter, Absolut vodka bottle, resin, glass syringe, stainless steel spoon, LED lights, Panerai watch, sheep and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS6082r_771_0.jpg
Holding Hands,1984,457 x 457 mm | 18 x 18,"Wood, glass, fabric, paper, saw blade, sheep's jawbone, nails, paint and glue",Collages,http://damienhirst.com/images/hirstimage/DHS1607r_771_0.jpg
Beauty is in the Eye of the Beholder,1999,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs83t_771_0.jpg
Expanded from Small Red Wheel,1985 - 1986,406 x 254 mm | 16 x 10 in,"Painted wood, metal, fabric, plastic, wallpaper and glue",Collages,http://damienhirst.com/images/hirstimage/dhs107t_771_0.jpg
Untitled,2000,762 x 1219 mm | 30 x 48 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs221t_771_0.jpg
Untitled,2000,762 x 1219 mm | 30 x 48 in,Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/dhs226t_771_0.jpg
M-Bromoaniline,1996,305 x 305 mm | 12 x 12 in | (4 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/dhs236t_771_0.jpg
Vitamin C,2001,330 x 279 mm | 13 x 11 in | (1 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/dhs244t_771_0.jpg
Resurrection,1998 - 2003,2134 x 2134 x 2134 mm | 84 x 84 x 84 in,"Glass, steel, aluminium and painted human skeleton",Other Works,http://damienhirst.com/images/hirstimage/DHS282r_771_0.jpg
Amazing Grace,2003,2134 x 2134 mm | 84 x 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/dhs660t_771_0.jpg
Enemy,1988 - 1989,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, painted faced particle board, ramin, plastic, aluminium and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS883MCBK_771_0.jpg
In His Infinite Wisdom,2003,2220 x 1760 x 740 mm | 87.4 x 69.3 x 29.1 in,"Glass, painted aluminum, silicone, acrylic, monofilament, calf and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS1097_771_0.jpg
Ever Present Spiritual Guidance,2003,1530 x 1530 mm | 60.2 x 60.2 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/dhs1174t_771_0.jpg
All for One and One for All,2002,Dimensions variable,"Glass, compressors, rubber tubing, spray-guns, clamps and ping-pong balls",Mental Escapology,http://damienhirst.com/images/hirstimage/DHS1447a_771_0.jpg
"This Little Piggy Went to Market, This Little Piggy Stayed at Home",1996,"Two parts, each: 1200 x 2100 x 600 mm | 47.2 x 82.7 x 23.6 in","Glass, pig, painted steel, silicone, acrylic, plastic cable ties, stainless steel, formaldehyde solution and motorised painted steel base",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS1819Tatecat_771_0.jpg
Beautiful mis-shapen purity clashing excitedly outwards painting,1995,Diameter: 3658 mm | 144 in,Household gloss on canvas and electric motor,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS1949r_771_0.jpg
"Where There's a Will, There's a Way",2007,1829 x 2743 x 102 mm | 72 x 108 x 4 in,"Glass, stainless steel, steel, aluminium, nickel, bismuth and cast resin, coloured plaster and painted pills with dry transfers",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS2239r_771_0.jpg
The Kiss of Death,2005,914 x 610 x 254 mm | 36 x 24 x 10 in,"Acrylic, painted steel, stainless steel, resin, sterling silver, monofilament, bull's heart and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS4088r_771_0.jpg
The Body of Christ,2005,1853 x 1203 x 102 mm | 73 x 47.4 x 4 in,"Glass, stainless steel, steel, aluminium, nickel, paracetamol pills and blood",Pill Cabinets,http://damienhirst.com/images/hirstimage/DHS5338v2_771_0.jpg
Ariel,2006,"Seven panels, each: 2743 x 1829 mm | 108 x 72 in",Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS6669v3_771_0.jpg
"Psalm 6: Domine, ne in furore.",2008,Diameter: 457 mm | 18 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS7526r_771_0.jpg
Psalm 23: Dominus regit me.,2008,Diameter: 457 mm | 18 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS7543r_771_0.jpg
Psalm 36: Dixit injustus.,2008,457 x 457 mm | 18 x 18 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS7556r_771_0.jpg
Psalm 46: Deus noster refugium.,2008,457 x 457 mm | 18 x 18 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS7566r_771_0.jpg
The Incredible Journey,2008,2086 x 3225 x 1088 mm | 82.1 x 127 x 42.8 in,"Glass, painted stainless steel, silicone, monofilament, stainless steel, zebra and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS8358_771_0.jpg
L-Isoleucinol,2008 - 2011,254 x 406 mm | 10 x 16 in | (1 mm spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS10752r_771_0.jpg
Colours,2008,"Six panels, each: 610 x 457 mm | 24 x 18 in","Butterflies, cubic zirconia and household gloss on canvas",Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS13359r_771_0.jpg
2-Amino-5-Bromobenzotrifluoride,2011,4572 x 14326 mm | 180 x 564 in | (12 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS15235figure_771_0.jpg
The Hat Makes the Man,2004 - 2007,2090 x 3654 x 3000 mm | 82.3 x 143.9 x 118.1 in | Edition 1 of 3,Acrylic paint on bronze,"Gold, Silver and Bronze",http://damienhirst.com/images/hirstimage/TheHatMake_1_1440_0.jpg
End of an Era,2009,2134 x 1709 x 972 mm | 84 x 67.3 x 38.3 in | Edition 1 of 3 + 1 AP,"Glass, stainless steel, gold, sterling silver, bull’s head and formaldehyde solution with Carrara marble plinth",Formaldehyde,http://damienhirst.com/images/hirstimage/EndofEra_1_771_0.jpg
"Theories, Models, Methods, Approaches, Assumptions, Results and Findings",2000,"Two parts, each: 1219 x 1803 x 1143 mm | 48 x 71 x 45 in","Glass, stainless steel, steel, brass, silicone rubber, air blowers and ping-pong balls",Mental Escapology,http://damienhirst.com/images/hirstimage/DHS2493r_771_0.jpg
Papilio dardanus,2007 - 2009,305 x 457 mm | 12 x 18 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/dhs7060t_771_0.jpg
Graphium agamemnon,2009 - 2010,305 x 457 mm | 12 x 18 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/dhs10641t_771_0.jpg
Is Nothing Sacred,1997,1829 x 2743 x 229 mm | 72 x 108 x 9 in,"Glass, painted MDF, ramin, steel, nickel-plated steel, aluminium, sliding door locks with key and pharmaceutical packaging",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS3337wider_771_0.jpg
Capaneus,2012,1524 x 1219 mm | 60 x 48 in,Entomological specimens and Hammerite paint on canvas,Entomology Paintings,http://damienhirst.com/images/hirstimage/DHS11332_r_771_0.jpg
Destruction Dreamscape,2012,Diameter: 1524 mm | 60 in,"Scalpel blades, Hammerite paint, metallic paint and household gloss on canvas",Scalpel Blade Paintings,http://damienhirst.com/images/hirstimage/DHS16025fint_771_0.jpg
All for One and One for All (Small),1999,54 x 88 mm | 2.1 x 3.5 in,Ink on card,Drawings,http://damienhirst.com/images/hirstimage/DHS1030_771_0.jpg
Rapture,2003,Diameter: 2134 mm | 84 in,Butterflies and household gloss on canvas,Kaleidoscope Paintings,http://damienhirst.com/images/hirstimage/DHS719wide_771_0.jpg
Ethyl Fluoroacetate,2008,1524 x 1118 mm | 60 x 44 in,Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/Fluoroacetate_2_771_0.jpg
"Love's Paradox (Surrender or Autonomy, Separateness as a Precondition for Connection.)",2007,"Two parts, each: 2280 x 1734 x 1734 mm | 89.8 x 68.3 x 68.3 in","Glass, steel, acrylic, cows and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS6672_771_0.jpg
"The Apothecary (Green, Yellow, Blue, Red)",2002 - 2003,"Four parts, each: 1831 x 1222 mm | 72.1 x 48.1 in","Newspaper, pills and household gloss on canvas",Other Works,http://damienhirst.com/images/hirstimage/DHS4506main_771_0.jpg
Beautiful Zeus Maia Freya Isis Meditative Hysterical Sensory-Deprived Dream Painting,2007,2438 x 6096 mm | 96 x 240 in,Household gloss on canvas,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS_7834_c_771_0.jpg
Invasion,2009,1956 x 3759 x 508 mm | 77 x 148 x 20 in,"Glass, stainless steel, steel, nickel, brass, rubber, medical and surgical equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS4735frontversion2_771_0.jpg
"Beautiful, childish, expressive, tasteless, not art, over simplistic, throw away, kids’ stuff, lacking in integrity, rotating, nothing but visual candy, celebrating, sensational, inarguably beautiful painting (for over the sofa)",1996,Diameter: 3658 mm | 144 in,Household gloss on canvas and electric motor,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS4784_771_0.jpg
Lapdancer,2006,1033 x 2411 x 921 mm | 40.7 x 94.9 x 36.3 in,"Glass, stainless steel, steel, nickel, brass, rubber, medical and surgical equipment",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS6009straight_771_0.jpg
Remembrance,2008,2515 x 2210 mm | 99 x 87 in | (3 inch spot),Household gloss on canvas with gold leaf,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS8565_771_0.jpg
Tetrachloroauric Acid,2008,1753 x 2718 mm | 69 x 107 in | (3 inch spot)(3 inch spot),Household gloss and metallic paint on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/DHS10234_771_0.jpg
The Crow,2009,"Triptych, each: 2286 x 1524 mm | 90 x 60 in",Oil on canvas,After Beautiful Paintings,http://damienhirst.com/images/hirstimage/DHS12066_771_0.jpg
The Sleep of Reason,1997 - 1998,2490 x 3680 x 285 mm | 98 x 144.9 x 11.2 in,"Glass, stainless steel, steel, nickel, brass, rubber and medical packaging",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS2953v2_771_0.jpg
Molecular Structure,1997 - 1998,1000 x 1800 x 2220 mm | 39.4 x 70.9 x 87.4 in,"Cellulose paint, aluminium and fibreglass",Other Works,http://damienhirst.com/images/hirstimage/DHS1299_771_0.jpg
Beautiful Juicy Orange Splattered All Over a Sumptuous Blue I Feel Naughty Painting,2006,746 x 1220 mm | 29.4 x 48 in,Household gloss on canvas mounted on board,Spin Paintings,http://damienhirst.com/images/hirstimage/DHS6198_771_0.jpg
Making Beautiful Drawings Machine,1993,415  x 295  mm | 16.3 x 11.6 in,Pencil on paper,Drawings,http://damienhirst.com/images/hirstimage/DHS1106c_771_0.jpg
Idea leuconoe in Iris xiphium,2009 - 2010,457 x 305 mm | 18 x 12 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS10686_c_771_0.jpg
Mortuary,2003 - 2004,3048 x 4572 mm | 120 x 180 in,Oil on canvas,Fact Paintings,http://damienhirst.com/images/hirstimage/DHS3024detail_771_0.jpg
Anaesthetics (and the Way They Affect the Mind and Body),1991,"Two parts, both: 457 x 686 x 457 mm | 18 x 27 x 18 in","Glass, silicone, acrylic, polystyrene and formaldehyde solution",Internal Affairs,http://damienhirst.com/images/hirstimage/DHS3654_771_0.jpg
Morphine Sulphate,1993,1448 x 2210 mm | 57 x 87 in | (3 inch spot),Household gloss on canvas,Spot Paintings,http://damienhirst.com/images/hirstimage/MorphineSulphate_1_1_1440_0.jpg
The Asthmatic Escaped,1992,Vitrine: 2159 x 4267 x 2134 mm | 85 x 168 x 84 in | Painting: 660 x 1372 mm | 26 x 54 in | (2 inch spot),"Glass, steel, camera on tripod, jeans, t-shirt, trainers, inhaler and household gloss on wall",Vitrines,http://damienhirst.com/images/hirstimage/Asthmatic_1_1440_0.jpg
Where Are We Going? Where Do We Come From? Is There a Reason?,2000 - 2004,2040 x 3648 x 3648 mm | 80.3 x 143.6 x 143.6 in,"Glass, stainless steel, steel, nickel, brass, rubber, painted and lacquered MDF, human skull, animal and bird skeletons",Instrument Cabinets,http://damienhirst.com/images/hirstimage/DHS1879wideb_771_0.jpg
"<M132/770 Skin cancer, LM_SPL.jpg>",2007,1829 x 1219 mm | 72 x 48 in,Inkjet print and household gloss on linen with glass and blades,Biopsy Paintings,http://damienhirst.com/images/hirstimage/DHS7446_771_0.jpg
The Lovers (The Committed Lovers) (The Spontaneous Lovers) (The Detached Lovers) (The Compromising Lovers),1991,"Four parts, each: 1524 x 1016 x 229 mm | 60 x 40 x 9 in","Glass, painted MDF, beech, steel, silicone, assorted glass jars, cows’ organs and formaldehyde solution",Internal Affairs,http://damienhirst.com/images/hirstimage/DHS3627rt_771_0.jpg
Never Mind,1990 - 1991,1372 x 1016 x 229 mm | 54 x 40 x 9 in,"Glass, faced particleboard, ramin, wooden dowels, plastic, aluminium, resin, chemicals, pharmaceuticals and packaging, circa 1960-1975",Medicine Cabinets,http://damienhirst.com/images/hirstimage/DHS3635NeverMind2_771_0.jpg
Out of Sight. Out of Mind.,1991,"Two parts, each: 406 x 838 x 457 mm | 16 x 33 x 18 in","Glass, painted steel, silicone, cows’ heads and formaldehyde solution",Formaldehyde,http://damienhirst.com/images/hirstimage/DHS3650_771_0.jpg
The Acquired Inability to Escape (Inverted and Divided),1993,2388 x 2134 x 3048 mm | 94 x 84 x 120 in ,"Glass, steel, silicone rubber, chair, ashtray, lighter and cigarettes",Vitrines,http://damienhirst.com/images/hirstimage/DHS3655main_771_0.jpg
A Hundred Years,1990,2134 x 4267 x 2134 mm | 84 x 168 x 84 in,"Glass, steel, silicone rubber, painted MDF, Insect-O-Cutor, flies, maggots, metal dishes, cotton wool, sugar and water",Vitrines,http://damienhirst.com/images/hirstimage/DHS3821c_771_0.jpg
"The Four Elements (Who’s Afraid of Red, Yellow, Green and Blue)",2005,"Four parts, each: 2134 x 2134 mm | 84 x 84 in",Butterflies and household gloss on canvas,Butterfly Colour Paintings,http://damienhirst.com/images/hirstimage/DHS4002v2_771_0.jpg
